timestamp,room_id,count
2025-09-18T14:05:10.397286+00:00,Cafe,16
2025-09-18T14:10:10.397286+00:00,Lobby,28
2025-09-18T14:10:10.397286+00:00,ConfA,4
2025-09-18T14:10:10.397286+00:00,ConfB,2
2025-09-18T14:10:10.397286+00:00,OpenOffice,27
2025-09-18T14:10:10.397286+00:00,Cafe,14
2025-09-18T14:15:10.397286+00:00,Lobby,24
2025-09-18T14:15:10.397286+00:00,ConfA,4
2025-09-18T14:15:10.397286+00:00,ConfB,2
2025-09-18T14:15:10.397286+00:00,OpenOffice,28
2025-09-18T14:15:10.397286+00:00,Cafe,14
2025-09-18T14:20:10.397286+00:00,Lobby,20
2025-09-18T14:20:10.397286+00:00,ConfA,3
2025-09-18T14:20:10.397286+00:00,ConfB,4
2025-09-18T14:20:10.397286+00:00,OpenOffice,27
2025-09-18T14:20:10.397286+00:00,Cafe,10
2025-09-18T14:25:10.397286+00:00,Lobby,24
2025-09-18T14:25:10.397286+00:00,ConfA,2
2025-09-18T14:25:10.397286+00:00,ConfB,4
2025-09-18T14:25:10.397286+00:00,OpenOffice,28
2025-09-18T14:25:10.397286+00:00,Cafe,10
2025-09-18T14:30:10.397286+00:00,Lobby,23
2025-09-18T14:30:10.397286+00:00,ConfA,6
2025-09-18T14:30:10.397286+00:00,ConfB,4
2025-09-18T14:30:10.397286+00:00,OpenOffice,30
2025-09-18T14:30:10.397286+00:00,Cafe,14
2025-09-18T14:35:10.397286+00:00,Lobby,23
2025-09-18T14:35:10.397286+00:00,ConfA,6
2025-09-18T14:35:10.397286+00:00,ConfB,4
2025-09-18T14:35:10.397286+00:00,OpenOffice,34
2025-09-18T14:35:10.397286+00:00,Cafe,14
2025-09-18T14:40:10.397286+00:00,Lobby,25
2025-09-18T14:40:10.397286+00:00,ConfA,4
2025-09-18T14:40:10.397286+00:00,ConfB,4
2025-09-18T14:40:10.397286+00:00,OpenOffice,31
2025-09-18T14:40:10.397286+00:00,Cafe,10
2025-09-18T14:45:10.397286+00:00,Lobby,24
2025-09-18T14:45:10.397286+00:00,ConfA,4
2025-09-18T14:45:10.397286+00:00,ConfB,4
2025-09-18T14:45:10.397286+00:00,OpenOffice,31
2025-09-18T14:45:10.397286+00:00,Cafe,12
2025-09-18T14:50:10.397286+00:00,Lobby,26
2025-09-18T14:50:10.397286+00:00,ConfA,4
2025-09-18T14:50:10.397286+00:00,ConfB,4
2025-09-18T14:50:10.397286+00:00,OpenOffice,28
2025-09-18T14:50:10.397286+00:00,Cafe,15
2025-09-18T14:55:10.397286+00:00,Lobby,25
2025-09-18T14:55:10.397286+00:00,ConfA,2
2025-09-18T14:55:10.397286+00:00,ConfB,4
2025-09-18T14:55:10.397286+00:00,OpenOffice,28
2025-09-18T14:55:10.397286+00:00,Cafe,14
2025-09-18T15:00:10.397286+00:00,Lobby,21
2025-09-18T15:00:10.397286+00:00,ConfA,2
2025-09-18T15:00:10.397286+00:00,ConfB,2
2025-09-18T15:00:10.397286+00:00,OpenOffice,27
2025-09-18T15:00:10.397286+00:00,Cafe,13
2025-09-18T15:05:10.397286+00:00,Lobby,24
2025-09-18T15:05:10.397286+00:00,ConfA,2
2025-09-18T15:05:10.397286+00:00,ConfB,4
2025-09-18T15:05:10.397286+00:00,OpenOffice,31
2025-09-18T15:05:10.397286+00:00,Cafe,12
2025-09-18T15:10:10.397286+00:00,Lobby,23
2025-09-18T15:10:10.397286+00:00,ConfA,2
2025-09-18T15:10:10.397286+00:00,ConfB,4
2025-09-18T15:10:10.397286+00:00,OpenOffice,32
2025-09-18T15:10:10.397286+00:00,Cafe,14
2025-09-18T15:15:10.397286+00:00,Lobby,22
2025-09-18T15:15:10.397286+00:00,ConfA,3
2025-09-18T15:15:10.397286+00:00,ConfB,4
2025-09-18T15:15:10.397286+00:00,OpenOffice,30
2025-09-18T15:15:10.397286+00:00,Cafe,14
2025-09-18T15:20:10.397286+00:00,Lobby,22
2025-09-18T15:20:10.397286+00:00,ConfA,3
2025-09-18T15:20:10.397286+00:00,ConfB,3
2025-09-18T15:20:10.397286+00:00,OpenOffice,30
2025-09-18T15:20:10.397286+00:00,Cafe,12
2025-09-18T15:25:10.397286+00:00,Lobby,21
2025-09-18T15:25:10.397286+00:00,ConfA,5
2025-09-18T15:25:10.397286+00:00,ConfB,4
2025-09-18T15:25:10.397286+00:00,OpenOffice,31
2025-09-18T15:25:10.397286+00:00,Cafe,12
2025-09-18T15:30:10.397286+00:00,Lobby,18
2025-09-18T15:30:10.397286+00:00,ConfA,5
2025-09-18T15:30:10.397286+00:00,ConfB,3
2025-09-18T15:30:10.397286+00:00,OpenOffice,26
2025-09-18T15:30:10.397286+00:00,Cafe,12
2025-09-18T15:35:10.397286+00:00,Lobby,19
2025-09-18T15:35:10.397286+00:00,ConfA,4
2025-09-18T15:35:10.397286+00:00,ConfB,2
2025-09-18T15:35:10.397286+00:00,OpenOffice,26
2025-09-18T15:35:10.397286+00:00,Cafe,9
2025-09-18T15:40:10.397286+00:00,Lobby,22
2025-09-18T15:40:10.397286+00:00,ConfA,4
2025-09-18T15:40:10.397286+00:00,ConfB,3
2025-09-18T15:40:10.397286+00:00,OpenOffice,30
2025-09-18T15:40:10.397286+00:00,Cafe,10
2025-09-18T15:45:10.397286+00:00,Lobby,19
2025-09-18T15:45:10.397286+00:00,ConfA,2
2025-09-18T15:45:10.397286+00:00,ConfB,3
2025-09-18T15:45:10.397286+00:00,OpenOffice,27
2025-09-18T15:45:10.397286+00:00,Cafe,12
2025-09-18T15:50:10.397286+00:00,Lobby,19
2025-09-18T15:50:10.397286+00:00,ConfA,2
2025-09-18T15:50:10.397286+00:00,ConfB,4
2025-09-18T15:50:10.397286+00:00,OpenOffice,30
2025-09-18T15:50:10.397286+00:00,Cafe,8
2025-09-18T15:55:10.397286+00:00,Lobby,18
2025-09-18T15:55:10.397286+00:00,ConfA,4
2025-09-18T15:55:10.397286+00:00,ConfB,4
2025-09-18T15:55:10.397286+00:00,OpenOffice,24
2025-09-18T15:55:10.397286+00:00,Cafe,10
2025-09-18T16:00:10.397286+00:00,Lobby,18
2025-09-18T16:00:10.397286+00:00,ConfA,4
2025-09-18T16:00:10.397286+00:00,ConfB,3
2025-09-18T16:00:10.397286+00:00,OpenOffice,22
2025-09-18T16:00:10.397286+00:00,Cafe,10
2025-09-18T16:05:10.397286+00:00,Lobby,17
2025-09-18T16:05:10.397286+00:00,ConfA,4
2025-09-18T16:05:10.397286+00:00,ConfB,3
2025-09-18T16:05:10.397286+00:00,OpenOffice,22
2025-09-18T16:05:10.397286+00:00,Cafe,10
2025-09-18T16:10:10.397286+00:00,Lobby,18
2025-09-18T16:10:10.397286+00:00,ConfA,4
2025-09-18T16:10:10.397286+00:00,ConfB,2
2025-09-18T16:10:10.397286+00:00,OpenOffice,22
2025-09-18T16:10:10.397286+00:00,Cafe,9
2025-09-18T16:15:10.397286+00:00,Lobby,16
2025-09-18T16:15:10.397286+00:00,ConfA,5
2025-09-18T16:15:10.397286+00:00,ConfB,2
2025-09-18T16:15:10.397286+00:00,OpenOffice,20
2025-09-18T16:15:10.397286+00:00,Cafe,9
2025-09-18T16:20:10.397286+00:00,Lobby,18
2025-09-18T16:20:10.397286+00:00,ConfA,4
2025-09-18T16:20:10.397286+00:00,ConfB,3
2025-09-18T16:20:10.397286+00:00,OpenOffice,26
2025-09-18T16:20:10.397286+00:00,Cafe,8
2025-09-18T16:25:10.397286+00:00,Lobby,18
2025-09-18T16:25:10.397286+00:00,ConfA,3
2025-09-18T16:25:10.397286+00:00,ConfB,2
2025-09-18T16:25:10.397286+00:00,OpenOffice,25
2025-09-18T16:25:10.397286+00:00,Cafe,8
2025-09-18T16:30:10.397286+00:00,Lobby,21
2025-09-18T16:30:10.397286+00:00,ConfA,3
2025-09-18T16:30:10.397286+00:00,ConfB,1
2025-09-18T16:30:10.397286+00:00,OpenOffice,26
2025-09-18T16:30:10.397286+00:00,Cafe,7
2025-09-18T16:35:10.397286+00:00,Lobby,20
2025-09-18T16:35:10.397286+00:00,ConfA,2
2025-09-18T16:35:10.397286+00:00,ConfB,2
2025-09-18T16:35:10.397286+00:00,OpenOffice,22
2025-09-18T16:35:10.397286+00:00,Cafe,8
2025-09-18T16:40:10.397286+00:00,Lobby,21
2025-09-18T16:40:10.397286+00:00,ConfA,2
2025-09-18T16:40:10.397286+00:00,ConfB,2
2025-09-18T16:40:10.397286+00:00,OpenOffice,22
2025-09-18T16:40:10.397286+00:00,Cafe,8
2025-09-18T16:45:10.397286+00:00,Lobby,18
2025-09-18T16:45:10.397286+00:00,ConfA,3
2025-09-18T16:45:10.397286+00:00,ConfB,2
2025-09-18T16:45:10.397286+00:00,OpenOffice,21
2025-09-18T16:45:10.397286+00:00,Cafe,8
2025-09-18T16:50:10.397286+00:00,Lobby,18
2025-09-18T16:50:10.397286+00:00,ConfA,4
2025-09-18T16:50:10.397286+00:00,ConfB,2
2025-09-18T16:50:10.397286+00:00,OpenOffice,22
2025-09-18T16:50:10.397286+00:00,Cafe,8
2025-09-18T16:55:10.397286+00:00,Lobby,19
2025-09-18T16:55:10.397286+00:00,ConfA,2
2025-09-18T16:55:10.397286+00:00,ConfB,2
2025-09-18T16:55:10.397286+00:00,OpenOffice,21
2025-09-18T16:55:10.397286+00:00,Cafe,7
2025-09-18T17:00:10.397286+00:00,Lobby,18
2025-09-18T17:00:10.397286+00:00,ConfA,2
2025-09-18T17:00:10.397286+00:00,ConfB,2
2025-09-18T17:00:10.397286+00:00,OpenOffice,22
2025-09-18T17:00:10.397286+00:00,Cafe,6
2025-09-18T17:05:10.397286+00:00,Lobby,14
2025-09-18T17:05:10.397286+00:00,ConfA,2
2025-09-18T17:05:10.397286+00:00,ConfB,2
2025-09-18T17:05:10.397286+00:00,OpenOffice,18
2025-09-18T17:05:10.397286+00:00,Cafe,6
2025-09-18T17:10:10.397286+00:00,Lobby,12
2025-09-18T17:10:10.397286+00:00,ConfA,2
2025-09-18T17:10:10.397286+00:00,ConfB,2
2025-09-18T17:10:10.397286+00:00,OpenOffice,18
2025-09-18T17:10:10.397286+00:00,Cafe,7
2025-09-18T17:15:10.397286+00:00,Lobby,10
2025-09-18T17:15:10.397286+00:00,ConfA,2
2025-09-18T17:15:10.397286+00:00,ConfB,2
2025-09-18T17:15:10.397286+00:00,OpenOffice,20
2025-09-18T17:15:10.397286+00:00,Cafe,8
2025-09-18T17:20:10.397286+00:00,Lobby,12
2025-09-18T17:20:10.397286+00:00,ConfA,2
2025-09-18T17:20:10.397286+00:00,ConfB,2
2025-09-18T17:20:10.397286+00:00,OpenOffice,20
2025-09-18T17:20:10.397286+00:00,Cafe,8
2025-09-18T17:25:10.397286+00:00,Lobby,14
2025-09-18T17:25:10.397286+00:00,ConfA,2
2025-09-18T17:25:10.397286+00:00,ConfB,2
2025-09-18T17:25:10.397286+00:00,OpenOffice,22
2025-09-18T17:25:10.397286+00:00,Cafe,8
2025-09-18T17:30:10.397286+00:00,Lobby,12
2025-09-18T17:30:10.397286+00:00,ConfA,2
2025-09-18T17:30:10.397286+00:00,ConfB,2
2025-09-18T17:30:10.397286+00:00,OpenOffice,19
2025-09-18T17:30:10.397286+00:00,Cafe,7
2025-09-18T17:35:10.397286+00:00,Lobby,10
2025-09-18T17:35:10.397286+00:00,ConfA,2
2025-09-18T17:35:10.397286+00:00,ConfB,2
2025-09-18T17:35:10.397286+00:00,OpenOffice,20
2025-09-18T17:35:10.397286+00:00,Cafe,6
2025-09-18T17:40:10.397286+00:00,Lobby,10
2025-09-18T17:40:10.397286+00:00,ConfA,2
2025-09-18T17:40:10.397286+00:00,ConfB,2
2025-09-18T17:40:10.397286+00:00,OpenOffice,18
2025-09-18T17:40:10.397286+00:00,Cafe,6
2025-09-18T17:45:10.397286+00:00,Lobby,12
2025-09-18T17:45:10.397286+00:00,ConfA,2
2025-09-18T17:45:10.397286+00:00,ConfB,4
2025-09-18T17:45:10.397286+00:00,OpenOffice,18
2025-09-18T17:45:10.397286+00:00,Cafe,6
2025-09-18T17:50:10.397286+00:00,Lobby,11
2025-09-18T17:50:10.397286+00:00,ConfA,2
2025-09-18T17:50:10.397286+00:00,ConfB,4
2025-09-18T17:50:10.397286+00:00,OpenOffice,16
2025-09-18T17:50:10.397286+00:00,Cafe,5
2025-09-18T17:55:10.397286+00:00,Lobby,11
2025-09-18T17:55:10.397286+00:00,ConfA,2
2025-09-18T17:55:10.397286+00:00,ConfB,4
2025-09-18T17:55:10.397286+00:00,OpenOffice,18
2025-09-18T17:55:10.397286+00:00,Cafe,4
2025-09-18T18:00:10.397286+00:00,Lobby,10
2025-09-18T18:00:10.397286+00:00,ConfA,2
2025-09-18T18:00:10.397286+00:00,ConfB,3
2025-09-18T18:00:10.397286+00:00,OpenOffice,15
2025-09-18T18:00:10.397286+00:00,Cafe,4
2025-09-18T18:05:10.397286+00:00,Lobby,10
2025-09-18T18:05:10.397286+00:00,ConfA,2
2025-09-18T18:05:10.397286+00:00,ConfB,2
2025-09-18T18:05:10.397286+00:00,OpenOffice,14
2025-09-18T18:05:10.397286+00:00,Cafe,6
2025-09-18T18:10:10.397286+00:00,Lobby,12
2025-09-18T18:10:10.397286+00:00,ConfA,2
2025-09-18T18:10:10.397286+00:00,ConfB,2
2025-09-18T18:10:10.397286+00:00,OpenOffice,13
2025-09-18T18:10:10.397286+00:00,Cafe,6
2025-09-18T18:15:10.397286+00:00,Lobby,10
2025-09-18T18:15:10.397286+00:00,ConfA,2
2025-09-18T18:15:10.397286+00:00,ConfB,2
2025-09-18T18:15:10.397286+00:00,OpenOffice,14
2025-09-18T18:15:10.397286+00:00,Cafe,6
2025-09-18T18:20:10.397286+00:00,Lobby,10
2025-09-18T18:20:10.397286+00:00,ConfA,2
2025-09-18T18:20:10.397286+00:00,ConfB,2
2025-09-18T18:20:10.397286+00:00,OpenOffice,16
2025-09-18T18:20:10.397286+00:00,Cafe,6
2025-09-18T18:25:10.397286+00:00,Lobby,9
2025-09-18T18:25:10.397286+00:00,ConfA,2
2025-09-18T18:25:10.397286+00:00,ConfB,2
2025-09-18T18:25:10.397286+00:00,OpenOffice,13
2025-09-18T18:25:10.397286+00:00,Cafe,5
2025-09-18T18:30:10.397286+00:00,Lobby,12
2025-09-18T18:30:10.397286+00:00,ConfA,1
2025-09-18T18:30:10.397286+00:00,ConfB,2
2025-09-18T18:30:10.397286+00:00,OpenOffice,11
2025-09-18T18:30:10.397286+00:00,Cafe,6
2025-09-18T18:35:10.397286+00:00,Lobby,10
2025-09-18T18:35:10.397286+00:00,ConfA,1
2025-09-18T18:35:10.397286+00:00,ConfB,2
2025-09-18T18:35:10.397286+00:00,OpenOffice,12
2025-09-18T18:35:10.397286+00:00,Cafe,4
2025-09-18T18:40:10.397286+00:00,Lobby,9
2025-09-18T18:40:10.397286+00:00,ConfA,2
2025-09-18T18:40:10.397286+00:00,ConfB,1
2025-09-18T18:40:10.397286+00:00,OpenOffice,10
2025-09-18T18:40:10.397286+00:00,Cafe,6
2025-09-18T18:45:10.397286+00:00,Lobby,10
2025-09-18T18:45:10.397286+00:00,ConfA,2
2025-09-18T18:45:10.397286+00:00,ConfB,0
2025-09-18T18:45:10.397286+00:00,OpenOffice,10
2025-09-18T18:45:10.397286+00:00,Cafe,5
2025-09-18T18:50:10.397286+00:00,Lobby,10
2025-09-18T18:50:10.397286+00:00,ConfA,1
2025-09-18T18:50:10.397286+00:00,ConfB,0
2025-09-18T18:50:10.397286+00:00,OpenOffice,10
2025-09-18T18:50:10.397286+00:00,Cafe,5
2025-09-18T18:55:10.397286+00:00,Lobby,8
2025-09-18T18:55:10.397286+00:00,ConfA,2
2025-09-18T18:55:10.397286+00:00,ConfB,0
2025-09-18T18:55:10.397286+00:00,OpenOffice,12
2025-09-18T18:55:10.397286+00:00,Cafe,4
2025-09-18T19:00:10.397286+00:00,Lobby,8
2025-09-18T19:00:10.397286+00:00,ConfA,1
2025-09-18T19:00:10.397286+00:00,ConfB,0
2025-09-18T19:00:10.397286+00:00,OpenOffice,13
2025-09-18T19:00:10.397286+00:00,Cafe,4
2025-09-18T19:05:10.397286+00:00,Lobby,10
2025-09-18T19:05:10.397286+00:00,ConfA,2
2025-09-18T19:05:10.397286+00:00,ConfB,1
2025-09-18T19:05:10.397286+00:00,OpenOffice,12
2025-09-18T19:05:10.397286+00:00,Cafe,4
2025-09-18T19:10:10.397286+00:00,Lobby,8
2025-09-18T19:10:10.397286+00:00,ConfA,3
2025-09-18T19:10:10.397286+00:00,ConfB,2
2025-09-18T19:10:10.397286+00:00,OpenOffice,10
2025-09-18T19:10:10.397286+00:00,Cafe,4
2025-09-18T19:15:10.397286+00:00,Lobby,4
2025-09-18T19:15:10.397286+00:00,ConfA,2
2025-09-18T19:15:10.397286+00:00,ConfB,2
2025-09-18T19:15:10.397286+00:00,OpenOffice,11
2025-09-18T19:15:10.397286+00:00,Cafe,4
2025-09-18T19:20:10.397286+00:00,Lobby,6
2025-09-18T19:20:10.397286+00:00,ConfA,2
2025-09-18T19:20:10.397286+00:00,ConfB,2
2025-09-18T19:20:10.397286+00:00,OpenOffice,12
2025-09-18T19:20:10.397286+00:00,Cafe,4
2025-09-18T19:25:10.397286+00:00,Lobby,6
2025-09-18T19:25:10.397286+00:00,ConfA,2
2025-09-18T19:25:10.397286+00:00,ConfB,1
2025-09-18T19:25:10.397286+00:00,OpenOffice,12
2025-09-18T19:25:10.397286+00:00,Cafe,3
2025-09-18T19:30:10.397286+00:00,Lobby,7
2025-09-18T19:30:10.397286+00:00,ConfA,2
2025-09-18T19:30:10.397286+00:00,ConfB,2
2025-09-18T19:30:10.397286+00:00,OpenOffice,10
2025-09-18T19:30:10.397286+00:00,Cafe,3
2025-09-18T19:35:10.397286+00:00,Lobby,7
2025-09-18T19:35:10.397286+00:00,ConfA,2
2025-09-18T19:35:10.397286+00:00,ConfB,2
2025-09-18T19:35:10.397286+00:00,OpenOffice,10
2025-09-18T19:35:10.397286+00:00,Cafe,2
2025-09-18T19:40:10.397286+00:00,Lobby,5
2025-09-18T19:40:10.397286+00:00,ConfA,1
2025-09-18T19:40:10.397286+00:00,ConfB,2
2025-09-18T19:40:10.397286+00:00,OpenOffice,10
2025-09-18T19:40:10.397286+00:00,Cafe,2
2025-09-18T19:45:10.397286+00:00,Lobby,4
2025-09-18T19:45:10.397286+00:00,ConfA,0
2025-09-18T19:45:10.397286+00:00,ConfB,1
2025-09-18T19:45:10.397286+00:00,OpenOffice,6
2025-09-18T19:45:10.397286+00:00,Cafe,3
2025-09-18T19:50:10.397286+00:00,Lobby,4
2025-09-18T19:50:10.397286+00:00,ConfA,0
2025-09-18T19:50:10.397286+00:00,ConfB,1
2025-09-18T19:50:10.397286+00:00,OpenOffice,7
2025-09-18T19:50:10.397286+00:00,Cafe,3
2025-09-18T19:55:10.397286+00:00,Lobby,4
2025-09-18T19:55:10.397286+00:00,ConfA,1
2025-09-18T19:55:10.397286+00:00,ConfB,1
2025-09-18T19:55:10.397286+00:00,OpenOffice,8
2025-09-18T19:55:10.397286+00:00,Cafe,3
2025-09-18T20:00:10.397286+00:00,Lobby,7
2025-09-18T20:00:10.397286+00:00,ConfA,0
2025-09-18T20:00:10.397286+00:00,ConfB,1
2025-09-18T20:00:10.397286+00:00,OpenOffice,6
2025-09-18T20:00:10.397286+00:00,Cafe,4
2025-09-18T20:05:10.397286+00:00,Lobby,6
2025-09-18T20:05:10.397286+00:00,ConfA,0
2025-09-18T20:05:10.397286+00:00,ConfB,0
2025-09-18T20:05:10.397286+00:00,OpenOffice,5
2025-09-18T20:05:10.397286+00:00,Cafe,2
2025-09-18T20:10:10.397286+00:00,Lobby,6
2025-09-18T20:10:10.397286+00:00,ConfA,0
2025-09-18T20:10:10.397286+00:00,ConfB,0
2025-09-18T20:10:10.397286+00:00,OpenOffice,4
2025-09-18T20:10:10.397286+00:00,Cafe,2
2025-09-18T20:15:10.397286+00:00,Lobby,6
2025-09-18T20:15:10.397286+00:00,ConfA,0
2025-09-18T20:15:10.397286+00:00,ConfB,0
2025-09-18T20:15:10.397286+00:00,OpenOffice,8
2025-09-18T20:15:10.397286+00:00,Cafe,1
2025-09-18T20:20:10.397286+00:00,Lobby,4
2025-09-18T20:20:10.397286+00:00,ConfA,1
2025-09-18T20:20:10.397286+00:00,ConfB,0
2025-09-18T20:20:10.397286+00:00,OpenOffice,6
2025-09-18T20:20:10.397286+00:00,Cafe,2
2025-09-18T20:25:10.397286+00:00,Lobby,4
2025-09-18T20:25:10.397286+00:00,ConfA,0
2025-09-18T20:25:10.397286+00:00,ConfB,0
2025-09-18T20:25:10.397286+00:00,OpenOffice,6
2025-09-18T20:25:10.397286+00:00,Cafe,2
2025-09-18T20:30:10.397286+00:00,Lobby,5
2025-09-18T20:30:10.397286+00:00,ConfA,0
2025-09-18T20:30:10.397286+00:00,ConfB,1
2025-09-18T20:30:10.397286+00:00,OpenOffice,6
2025-09-18T20:30:10.397286+00:00,Cafe,4
2025-09-18T20:35:10.397286+00:00,Lobby,6
2025-09-18T20:35:10.397286+00:00,ConfA,0
2025-09-18T20:35:10.397286+00:00,ConfB,0
2025-09-18T20:35:10.397286+00:00,OpenOffice,6
2025-09-18T20:35:10.397286+00:00,Cafe,4
