timestamp,floor_id,room_id,count
2025-09-18T14:17:06.421497+00:00,F3,ConfG,3
2025-09-18T14:17:06.421497+00:00,F3,ConfH,3
2025-09-18T14:17:06.421497+00:00,F3,OpenOffice3,35
2025-09-18T14:17:06.421497+00:00,F3,Gym,8
2025-09-18T14:17:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:22:06.421497+00:00,F1,Lobby,28
2025-09-18T14:22:06.421497+00:00,F1,Reception,4
2025-09-18T14:22:06.421497+00:00,F1,ConfA,4
2025-09-18T14:22:06.421497+00:00,F1,ConfB,2
2025-09-18T14:22:06.421497+00:00,F1,OpenOffice1,34
2025-09-18T14:22:06.421497+00:00,F1,Cafe,16
2025-09-18T14:22:06.421497+00:00,F1,Pantry,2
2025-09-18T14:22:06.421497+00:00,F1,IT-Store,1
2025-09-18T14:22:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:22:06.421497+00:00,F2,OpenOffice2,38
2025-09-18T14:22:06.421497+00:00,F2,ConfC,2
2025-09-18T14:22:06.421497+00:00,F2,ConfD,3
2025-09-18T14:22:06.421497+00:00,F2,ConfE,5
2025-09-18T14:22:06.421497+00:00,F2,Training,16
2025-09-18T14:22:06.421497+00:00,F2,Lab1,6
2025-09-18T14:22:06.421497+00:00,F2,Lab2,6
2025-09-18T14:22:06.421497+00:00,F2,Server,0
2025-09-18T14:22:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:22:06.421497+00:00,F3,Boardroom,8
2025-09-18T14:22:06.421497+00:00,F3,ExecOffice1,1
2025-09-18T14:22:06.421497+00:00,F3,ExecOffice2,2
2025-09-18T14:22:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:22:06.421497+00:00,F3,ExecOffice4,0
2025-09-18T14:22:06.421497+00:00,F3,ConfF,2
2025-09-18T14:22:06.421497+00:00,F3,ConfG,4
2025-09-18T14:22:06.421497+00:00,F3,ConfH,2
2025-09-18T14:22:06.421497+00:00,F3,OpenOffice3,33
2025-09-18T14:22:06.421497+00:00,F3,Gym,8
2025-09-18T14:22:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:27:06.421497+00:00,F1,Lobby,27
2025-09-18T14:27:06.421497+00:00,F1,Reception,3
2025-09-18T14:27:06.421497+00:00,F1,ConfA,4
2025-09-18T14:27:06.421497+00:00,F1,ConfB,2
2025-09-18T14:27:06.421497+00:00,F1,OpenOffice1,34
2025-09-18T14:27:06.421497+00:00,F1,Cafe,17
2025-09-18T14:27:06.421497+00:00,F1,Pantry,2
2025-09-18T14:27:06.421497+00:00,F1,IT-Store,2
2025-09-18T14:27:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:27:06.421497+00:00,F2,OpenOffice2,42
2025-09-18T14:27:06.421497+00:00,F2,ConfC,4
2025-09-18T14:27:06.421497+00:00,F2,ConfD,2
2025-09-18T14:27:06.421497+00:00,F2,ConfE,4
2025-09-18T14:27:06.421497+00:00,F2,Training,16
2025-09-18T14:27:06.421497+00:00,F2,Lab1,6
2025-09-18T14:27:06.421497+00:00,F2,Lab2,4
2025-09-18T14:27:06.421497+00:00,F2,Server,0
2025-09-18T14:27:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:27:06.421497+00:00,F3,Boardroom,10
2025-09-18T14:27:06.421497+00:00,F3,ExecOffice1,0
2025-09-18T14:27:06.421497+00:00,F3,ExecOffice2,2
2025-09-18T14:27:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:27:06.421497+00:00,F3,ExecOffice4,1
2025-09-18T14:27:06.421497+00:00,F3,ConfF,4
2025-09-18T14:27:06.421497+00:00,F3,ConfG,4
2025-09-18T14:27:06.421497+00:00,F3,ConfH,2
2025-09-18T14:27:06.421497+00:00,F3,OpenOffice3,30
2025-09-18T14:27:06.421497+00:00,F3,Gym,7
2025-09-18T14:27:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:32:06.421497+00:00,F1,Lobby,28
2025-09-18T14:32:06.421497+00:00,F1,Reception,3
2025-09-18T14:32:06.421497+00:00,F1,ConfA,5
2025-09-18T14:32:06.421497+00:00,F1,ConfB,2
2025-09-18T14:32:06.421497+00:00,F1,OpenOffice1,32
2025-09-18T14:32:06.421497+00:00,F1,Cafe,16
2025-09-18T14:32:06.421497+00:00,F1,Pantry,2
2025-09-18T14:32:06.421497+00:00,F1,IT-Store,2
2025-09-18T14:32:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:32:06.421497+00:00,F2,OpenOffice2,40
2025-09-18T14:32:06.421497+00:00,F2,ConfC,3
2025-09-18T14:32:06.421497+00:00,F2,ConfD,2
2025-09-18T14:32:06.421497+00:00,F2,ConfE,5
2025-09-18T14:32:06.421497+00:00,F2,Training,14
2025-09-18T14:32:06.421497+00:00,F2,Lab1,6
2025-09-18T14:32:06.421497+00:00,F2,Lab2,4
2025-09-18T14:32:06.421497+00:00,F2,Server,0
2025-09-18T14:32:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:32:06.421497+00:00,F3,Boardroom,10
2025-09-18T14:32:06.421497+00:00,F3,ExecOffice1,0
2025-09-18T14:32:06.421497+00:00,F3,ExecOffice2,2
2025-09-18T14:32:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:32:06.421497+00:00,F3,ExecOffice4,1
2025-09-18T14:32:06.421497+00:00,F3,ConfF,4
2025-09-18T14:32:06.421497+00:00,F3,ConfG,4
2025-09-18T14:32:06.421497+00:00,F3,ConfH,2
2025-09-18T14:32:06.421497+00:00,F3,OpenOffice3,33
2025-09-18T14:32:06.421497+00:00,F3,Gym,6
2025-09-18T14:32:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:37:06.421497+00:00,F1,Lobby,28
2025-09-18T14:37:06.421497+00:00,F1,Reception,4
2025-09-18T14:37:06.421497+00:00,F1,ConfA,4
2025-09-18T14:37:06.421497+00:00,F1,ConfB,2
2025-09-18T14:37:06.421497+00:00,F1,OpenOffice1,30
2025-09-18T14:37:06.421497+00:00,F1,Cafe,18
2025-09-18T14:37:06.421497+00:00,F1,Pantry,3
2025-09-18T14:37:06.421497+00:00,F1,IT-Store,2
2025-09-18T14:37:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:37:06.421497+00:00,F2,OpenOffice2,38
2025-09-18T14:37:06.421497+00:00,F2,ConfC,4
2025-09-18T14:37:06.421497+00:00,F2,ConfD,3
2025-09-18T14:37:06.421497+00:00,F2,ConfE,4
2025-09-18T14:37:06.421497+00:00,F2,Training,12
2025-09-18T14:37:06.421497+00:00,F2,Lab1,7
2025-09-18T14:37:06.421497+00:00,F2,Lab2,6
2025-09-18T14:37:06.421497+00:00,F2,Server,0
2025-09-18T14:37:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:37:06.421497+00:00,F3,Boardroom,10
2025-09-18T14:37:06.421497+00:00,F3,ExecOffice1,0
2025-09-18T14:37:06.421497+00:00,F3,ExecOffice2,2
2025-09-18T14:37:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:37:06.421497+00:00,F3,ExecOffice4,1
2025-09-18T14:37:06.421497+00:00,F3,ConfF,4
2025-09-18T14:37:06.421497+00:00,F3,ConfG,3
2025-09-18T14:37:06.421497+00:00,F3,ConfH,2
2025-09-18T14:37:06.421497+00:00,F3,OpenOffice3,32
2025-09-18T14:37:06.421497+00:00,F3,Gym,6
2025-09-18T14:37:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:42:06.421497+00:00,F1,Lobby,30
2025-09-18T14:42:06.421497+00:00,F1,Reception,5
2025-09-18T14:42:06.421497+00:00,F1,ConfA,4
2025-09-18T14:42:06.421497+00:00,F1,ConfB,2
2025-09-18T14:42:06.421497+00:00,F1,OpenOffice1,34
2025-09-18T14:42:06.421497+00:00,F1,Cafe,16
2025-09-18T14:42:06.421497+00:00,F1,Pantry,4
2025-09-18T14:42:06.421497+00:00,F1,IT-Store,1
2025-09-18T14:42:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:42:06.421497+00:00,F2,OpenOffice2,42
2025-09-18T14:42:06.421497+00:00,F2,ConfC,3
2025-09-18T14:42:06.421497+00:00,F2,ConfD,4
2025-09-18T14:42:06.421497+00:00,F2,ConfE,3
2025-09-18T14:42:06.421497+00:00,F2,Training,13
2025-09-18T14:42:06.421497+00:00,F2,Lab1,6
2025-09-18T14:42:06.421497+00:00,F2,Lab2,6
2025-09-18T14:42:06.421497+00:00,F2,Server,0
2025-09-18T14:42:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:42:06.421497+00:00,F3,Boardroom,8
2025-09-18T14:42:06.421497+00:00,F3,ExecOffice1,1
2025-09-18T14:42:06.421497+00:00,F3,ExecOffice2,1
2025-09-18T14:42:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:42:06.421497+00:00,F3,ExecOffice4,2
2025-09-18T14:42:06.421497+00:00,F3,ConfF,2
2025-09-18T14:42:06.421497+00:00,F3,ConfG,4
2025-09-18T14:42:06.421497+00:00,F3,ConfH,2
2025-09-18T14:42:06.421497+00:00,F3,OpenOffice3,28
2025-09-18T14:42:06.421497+00:00,F3,Gym,4
2025-09-18T14:42:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:47:06.421497+00:00,F1,Lobby,28
2025-09-18T14:47:06.421497+00:00,F1,Reception,4
2025-09-18T14:47:06.421497+00:00,F1,ConfA,3
2025-09-18T14:47:06.421497+00:00,F1,ConfB,2
2025-09-18T14:47:06.421497+00:00,F1,OpenOffice1,36
2025-09-18T14:47:06.421497+00:00,F1,Cafe,13
2025-09-18T14:47:06.421497+00:00,F1,Pantry,3
2025-09-18T14:47:06.421497+00:00,F1,IT-Store,1
2025-09-18T14:47:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:47:06.421497+00:00,F2,OpenOffice2,38
2025-09-18T14:47:06.421497+00:00,F2,ConfC,2
2025-09-18T14:47:06.421497+00:00,F2,ConfD,4
2025-09-18T14:47:06.421497+00:00,F2,ConfE,2
2025-09-18T14:47:06.421497+00:00,F2,Training,14
2025-09-18T14:47:06.421497+00:00,F2,Lab1,6
2025-09-18T14:47:06.421497+00:00,F2,Lab2,8
2025-09-18T14:47:06.421497+00:00,F2,Server,0
2025-09-18T14:47:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:47:06.421497+00:00,F3,Boardroom,8
2025-09-18T14:47:06.421497+00:00,F3,ExecOffice1,1
2025-09-18T14:47:06.421497+00:00,F3,ExecOffice2,1
2025-09-18T14:47:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:47:06.421497+00:00,F3,ExecOffice4,2
2025-09-18T14:47:06.421497+00:00,F3,ConfF,4
2025-09-18T14:47:06.421497+00:00,F3,ConfG,4
2025-09-18T14:47:06.421497+00:00,F3,ConfH,2
2025-09-18T14:47:06.421497+00:00,F3,OpenOffice3,31
2025-09-18T14:47:06.421497+00:00,F3,Gym,4
2025-09-18T14:47:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:52:06.421497+00:00,F1,Lobby,28
2025-09-18T14:52:06.421497+00:00,F1,Reception,4
2025-09-18T14:52:06.421497+00:00,F1,ConfA,2
2025-09-18T14:52:06.421497+00:00,F1,ConfB,2
2025-09-18T14:52:06.421497+00:00,F1,OpenOffice1,32
2025-09-18T14:52:06.421497+00:00,F1,Cafe,14
2025-09-18T14:52:06.421497+00:00,F1,Pantry,3
2025-09-18T14:52:06.421497+00:00,F1,IT-Store,0
2025-09-18T14:52:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:52:06.421497+00:00,F2,OpenOffice2,38
2025-09-18T14:52:06.421497+00:00,F2,ConfC,2
2025-09-18T14:52:06.421497+00:00,F2,ConfD,3
2025-09-18T14:52:06.421497+00:00,F2,ConfE,2
2025-09-18T14:52:06.421497+00:00,F2,Training,12
2025-09-18T14:52:06.421497+00:00,F2,Lab1,4
2025-09-18T14:52:06.421497+00:00,F2,Lab2,8
2025-09-18T14:52:06.421497+00:00,F2,Server,0
2025-09-18T14:52:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:52:06.421497+00:00,F3,Boardroom,8
2025-09-18T14:52:06.421497+00:00,F3,ExecOffice1,1
2025-09-18T14:52:06.421497+00:00,F3,ExecOffice2,1
2025-09-18T14:52:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:52:06.421497+00:00,F3,ExecOffice4,2
2025-09-18T14:52:06.421497+00:00,F3,ConfF,2
2025-09-18T14:52:06.421497+00:00,F3,ConfG,4
2025-09-18T14:52:06.421497+00:00,F3,ConfH,2
2025-09-18T14:52:06.421497+00:00,F3,OpenOffice3,28
2025-09-18T14:52:06.421497+00:00,F3,Gym,6
2025-09-18T14:52:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T14:57:06.421497+00:00,F1,Lobby,30
2025-09-18T14:57:06.421497+00:00,F1,Reception,4
2025-09-18T14:57:06.421497+00:00,F1,ConfA,2
2025-09-18T14:57:06.421497+00:00,F1,ConfB,4
2025-09-18T14:57:06.421497+00:00,F1,OpenOffice1,30
2025-09-18T14:57:06.421497+00:00,F1,Cafe,13
2025-09-18T14:57:06.421497+00:00,F1,Pantry,2
2025-09-18T14:57:06.421497+00:00,F1,IT-Store,0
2025-09-18T14:57:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T14:57:06.421497+00:00,F2,OpenOffice2,38
2025-09-18T14:57:06.421497+00:00,F2,ConfC,2
2025-09-18T14:57:06.421497+00:00,F2,ConfD,2
2025-09-18T14:57:06.421497+00:00,F2,ConfE,2
2025-09-18T14:57:06.421497+00:00,F2,Training,14
2025-09-18T14:57:06.421497+00:00,F2,Lab1,7
2025-09-18T14:57:06.421497+00:00,F2,Lab2,8
2025-09-18T14:57:06.421497+00:00,F2,Server,0
2025-09-18T14:57:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T14:57:06.421497+00:00,F3,Boardroom,8
2025-09-18T14:57:06.421497+00:00,F3,ExecOffice1,0
2025-09-18T14:57:06.421497+00:00,F3,ExecOffice2,1
2025-09-18T14:57:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T14:57:06.421497+00:00,F3,ExecOffice4,1
2025-09-18T14:57:06.421497+00:00,F3,ConfF,3
2025-09-18T14:57:06.421497+00:00,F3,ConfG,4
2025-09-18T14:57:06.421497+00:00,F3,ConfH,2
2025-09-18T14:57:06.421497+00:00,F3,OpenOffice3,32
2025-09-18T14:57:06.421497+00:00,F3,Gym,8
2025-09-18T14:57:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T15:02:06.421497+00:00,F1,Lobby,34
2025-09-18T15:02:06.421497+00:00,F1,Reception,3
2025-09-18T15:02:06.421497+00:00,F1,ConfA,2
2025-09-18T15:02:06.421497+00:00,F1,ConfB,4
2025-09-18T15:02:06.421497+00:00,F1,OpenOffice1,31
2025-09-18T15:02:06.421497+00:00,F1,Cafe,16
2025-09-18T15:02:06.421497+00:00,F1,Pantry,2
2025-09-18T15:02:06.421497+00:00,F1,IT-Store,0
2025-09-18T15:02:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T15:02:06.421497+00:00,F2,OpenOffice2,38
2025-09-18T15:02:06.421497+00:00,F2,ConfC,3
2025-09-18T15:02:06.421497+00:00,F2,ConfD,3
2025-09-18T15:02:06.421497+00:00,F2,ConfE,3
2025-09-18T15:02:06.421497+00:00,F2,Training,14
2025-09-18T15:02:06.421497+00:00,F2,Lab1,6
2025-09-18T15:02:06.421497+00:00,F2,Lab2,7
2025-09-18T15:02:06.421497+00:00,F2,Server,0
2025-09-18T15:02:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T15:02:06.421497+00:00,F3,Boardroom,8
2025-09-18T15:02:06.421497+00:00,F3,ExecOffice1,0
2025-09-18T15:02:06.421497+00:00,F3,ExecOffice2,0
2025-09-18T15:02:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T15:02:06.421497+00:00,F3,ExecOffice4,0
2025-09-18T15:02:06.421497+00:00,F3,ConfF,4
2025-09-18T15:02:06.421497+00:00,F3,ConfG,4
2025-09-18T15:02:06.421497+00:00,F3,ConfH,2
2025-09-18T15:02:06.421497+00:00,F3,OpenOffice3,34
2025-09-18T15:02:06.421497+00:00,F3,Gym,8
2025-09-18T15:02:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T15:07:06.421497+00:00,F1,Lobby,32
2025-09-18T15:07:06.421497+00:00,F1,Reception,4
2025-09-18T15:07:06.421497+00:00,F1,ConfA,4
2025-09-18T15:07:06.421497+00:00,F1,ConfB,3
2025-09-18T15:07:06.421497+00:00,F1,OpenOffice1,36
2025-09-18T15:07:06.421497+00:00,F1,Cafe,18
2025-09-18T15:07:06.421497+00:00,F1,Pantry,2
2025-09-18T15:07:06.421497+00:00,F1,IT-Store,0
2025-09-18T15:07:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T15:07:06.421497+00:00,F2,OpenOffice2,36
2025-09-18T15:07:06.421497+00:00,F2,ConfC,2
2025-09-18T15:07:06.421497+00:00,F2,ConfD,2
2025-09-18T15:07:06.421497+00:00,F2,ConfE,2
2025-09-18T15:07:06.421497+00:00,F2,Training,14
2025-09-18T15:07:06.421497+00:00,F2,Lab1,4
2025-09-18T15:07:06.421497+00:00,F2,Lab2,5
2025-09-18T15:07:06.421497+00:00,F2,Server,0
2025-09-18T15:07:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T15:07:06.421497+00:00,F3,Boardroom,10
2025-09-18T15:07:06.421497+00:00,F3,ExecOffice1,0
2025-09-18T15:07:06.421497+00:00,F3,ExecOffice2,1
2025-09-18T15:07:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T15:07:06.421497+00:00,F3,ExecOffice4,0
2025-09-18T15:07:06.421497+00:00,F3,ConfF,4
2025-09-18T15:07:06.421497+00:00,F3,ConfG,3
2025-09-18T15:07:06.421497+00:00,F3,ConfH,2
2025-09-18T15:07:06.421497+00:00,F3,OpenOffice3,33
2025-09-18T15:07:06.421497+00:00,F3,Gym,8
2025-09-18T15:07:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T15:12:06.421497+00:00,F1,Lobby,28
2025-09-18T15:12:06.421497+00:00,F1,Reception,3
2025-09-18T15:12:06.421497+00:00,F1,ConfA,4
2025-09-18T15:12:06.421497+00:00,F1,ConfB,2
2025-09-18T15:12:06.421497+00:00,F1,OpenOffice1,34
2025-09-18T15:12:06.421497+00:00,F1,Cafe,16
2025-09-18T15:12:06.421497+00:00,F1,Pantry,1
2025-09-18T15:12:06.421497+00:00,F1,IT-Store,1
2025-09-18T15:12:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T15:12:06.421497+00:00,F2,OpenOffice2,36
2025-09-18T15:12:06.421497+00:00,F2,ConfC,3
2025-09-18T15:12:06.421497+00:00,F2,ConfD,2
2025-09-18T15:12:06.421497+00:00,F2,ConfE,1
2025-09-18T15:12:06.421497+00:00,F2,Training,14
2025-09-18T15:12:06.421497+00:00,F2,Lab1,6
2025-09-18T15:12:06.421497+00:00,F2,Lab2,5
2025-09-18T15:12:06.421497+00:00,F2,Server,1
2025-09-18T15:12:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T15:12:06.421497+00:00,F3,Boardroom,8
2025-09-18T15:12:06.421497+00:00,F3,ExecOffice1,2
2025-09-18T15:12:06.421497+00:00,F3,ExecOffice2,1
2025-09-18T15:12:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T15:12:06.421497+00:00,F3,ExecOffice4,0
2025-09-18T15:12:06.421497+00:00,F3,ConfF,4
2025-09-18T15:12:06.421497+00:00,F3,ConfG,4
2025-09-18T15:12:06.421497+00:00,F3,ConfH,2
2025-09-18T15:12:06.421497+00:00,F3,OpenOffice3,29
2025-09-18T15:12:06.421497+00:00,F3,Gym,8
2025-09-18T15:12:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T15:17:06.421497+00:00,F1,Lobby,28
2025-09-18T15:17:06.421497+00:00,F1,Reception,4
2025-09-18T15:17:06.421497+00:00,F1,ConfA,4
2025-09-18T15:17:06.421497+00:00,F1,ConfB,2
2025-09-18T15:17:06.421497+00:00,F1,OpenOffice1,35
2025-09-18T15:17:06.421497+00:00,F1,Cafe,12
2025-09-18T15:17:06.421497+00:00,F1,Pantry,2
2025-09-18T15:17:06.421497+00:00,F1,IT-Store,2
2025-09-18T15:17:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T15:17:06.421497+00:00,F2,OpenOffice2,32
2025-09-18T15:17:06.421497+00:00,F2,ConfC,2
2025-09-18T15:17:06.421497+00:00,F2,ConfD,2
2025-09-18T15:17:06.421497+00:00,F2,ConfE,2
2025-09-18T15:17:06.421497+00:00,F2,Training,14
2025-09-18T15:17:06.421497+00:00,F2,Lab1,6
2025-09-18T15:17:06.421497+00:00,F2,Lab2,6
2025-09-18T15:17:06.421497+00:00,F2,Server,0
2025-09-18T15:17:06.421497+00:00,F2,Restrooms-F2,0
2025-09-18T15:17:06.421497+00:00,F3,Boardroom,8
2025-09-18T15:17:06.421497+00:00,F3,ExecOffice1,2
2025-09-18T15:17:06.421497+00:00,F3,ExecOffice2,1
2025-09-18T15:17:06.421497+00:00,F3,ExecOffice3,2
2025-09-18T15:17:06.421497+00:00,F3,ExecOffice4,0
2025-09-18T15:17:06.421497+00:00,F3,ConfF,2
2025-09-18T15:17:06.421497+00:00,F3,ConfG,3
2025-09-18T15:17:06.421497+00:00,F3,ConfH,2
2025-09-18T15:17:06.421497+00:00,F3,OpenOffice3,26
2025-09-18T15:17:06.421497+00:00,F3,Gym,6
2025-09-18T15:17:06.421497+00:00,F3,Restrooms-F3,0
2025-09-18T15:22:06.421497+00:00,F1,Lobby,30
2025-09-18T15:22:06.421497+00:00,F1,Reception,4
2025-09-18T15:22:06.421497+00:00,F1,ConfA,2
2025-09-18T15:22:06.421497+00:00,F1,ConfB,4
2025-09-18T15:22:06.421497+00:00,F1,OpenOffice1,32
2025-09-18T15:22:06.421497+00:00,F1,Cafe,12
2025-09-18T15:22:06.421497+00:00,F1,Pantry,2
2025-09-18T15:22:06.421497+00:00,F1,IT-Store,2
2025-09-18T15:22:06.421497+00:00,F1,Restrooms-F1,0
2025-09-18T15:22:06.421497+00:00,F2,OpenOffice2,30
2025-09-18T15:22:06.421497+00:00,F2,ConfC,3
2025-09-18T15:22:06.421497+00:00,F2,ConfD,2
2025-09-18T15:22:06.421497+00:00,F2,ConfE,3
2025-09-18T15:22:06.421497+00:00,F2,Training,17
2025-09-18T15:22:06.421497+00:00,F2,Lab1,4
